time,title,link,read
2017-07-17,关于是否要从游戏测试行业跳出来的思考,https://blog.51cto.com/xqtesting/1948088, 10000+
2017-07-14,别总想着房价了，好好想想35岁以后你还能干什么,https://blog.51cto.com/xqtesting/1947729, 3305
2017-07-14,在Jmeter中使用Selenium WebDriver完成测试,https://blog.51cto.com/xqtesting/1947396, 7467
2017-07-07,一只菜鸟的成长之路,https://blog.51cto.com/xqtesting/1945160, 10000+
2017-07-06,源码解读腾讯 GT 的性能测试方案,https://blog.51cto.com/xqtesting/1944887, 4060
2017-06-29,使用LoadRunner完成移动APP的脚本开发,https://blog.51cto.com/xqtesting/1942943, 10000+
2017-06-27,cacti快速入门,https://blog.51cto.com/xqtesting/1942287, 3218
2017-06-26,大数据时代的遨游,https://blog.51cto.com/xqtesting/1942135, 2937
2017-06-20,奇葩说结束了，但带给我的思考却刚刚开始,https://blog.51cto.com/xqtesting/1940174, 3041
2017-06-16,从功能测试到性能测试的转型之路,https://blog.51cto.com/xqtesting/1937485, 10000+
2017-06-09,网站前端性能测试报告,https://blog.51cto.com/xqtesting/1933674, 10000+
2017-05-25,危机！测试工程师真的要小心了,https://blog.51cto.com/xqtesting/1929556, 10000+
2017-05-21,一次真实项目性能测试与调优的总结,https://blog.51cto.com/xqtesting/1927977, 3604
2017-05-19,性能测试报告编写技巧,https://blog.51cto.com/xqtesting/1927512, 10000+
2017-05-12,jmeter完成md5加密的接口请求参数,https://blog.51cto.com/xqtesting/1924977, 10000+
2017-05-12,初学者如何选择学习哪种测试技术,https://blog.51cto.com/xqtesting/1924819, 10000+
2017-05-05,性能测试分层模型,https://blog.51cto.com/xqtesting/1922288, 3431
2017-05-03,使用dubbo时applicationContext.xml报错的解决办法,https://blog.51cto.com/xqtesting/1921691, 3686
2017-04-25,linux下redmine3.3迁移、升级、插件备忘录,https://blog.51cto.com/xqtesting/1919253, 3238
2017-04-25,loadrunner中错误为27796的一个解决方法,https://blog.51cto.com/xqtesting/1919233, 2950
2017-04-25,IT人久坐的危害：从颈椎病到诱发猝死,https://blog.51cto.com/xqtesting/1919060, 2888
2017-04-24,90后美女的全能测试蜕变之路,https://blog.51cto.com/xqtesting/1918713, 3487
2017-04-19,关于使用badboy录制jmeter时报脚本错误的解决方法,https://blog.51cto.com/xqtesting/1917505, 10000+
2017-04-14,数据建模在性能测试中的理解,https://blog.51cto.com/xqtesting/1916009, 3097
2017-04-01,python自动化测试开发利器sublime环境搭建实战,https://blog.51cto.com/xqtesting/1912371, 3404
2017-03-23,《小强软件测试疯狂讲义-性能及自动化》一书正式发布,https://blog.51cto.com/xqtesting/1909486, 3739
2017-03-16,python自动化测试开发利器ulipad最佳实践（可写python测试代码也可编写selenium、Appium等）                            荐,https://blog.51cto.com/xqtesting/1907085, 8816
2017-03-13,火狐访问HTTPS网站显示连接不安全的解决方法,https://blog.51cto.com/xqtesting/1906086, 3909
2017-03-10,如何利用花生壳来搭建突破内网访问的服务器,https://blog.51cto.com/xqtesting/1905200, 3452
2017-03-06,MySQL快速入门教程,https://blog.51cto.com/xqtesting/1903576, 3842
2017-03-04,链接自动化测试工具xenu,https://blog.51cto.com/xqtesting/1903217, 3181
2017-03-01,JMeter打开badboy保存的jmx文件报错的解决方法                            荐,https://blog.51cto.com/xqtesting/1902286, 10000+
2017-02-20,【视频】IT人士健康指南,https://blog.51cto.com/xqtesting/1899344, 3393
2017-02-08,残酷职场的生存法则的是什么？,https://blog.51cto.com/xqtesting/1895918, 3171
2017-01-31,LoadRunner 调用Dll完成加密解密,https://blog.51cto.com/xqtesting/1894469, 3346
2017-01-24,Appium Python API 汇总,https://blog.51cto.com/xqtesting/1894027, 5860
2017-01-20,为什么老板不喜欢员工解释？,https://blog.51cto.com/xqtesting/1893290, 3665
2017-01-06,从《亮剑》中学到的管理方法,https://blog.51cto.com/xqtesting/1889656, 3587
2017-01-01,2016再见，2017再见,https://blog.51cto.com/xqtesting/1888171, 3746
2016-12-31,都在议论的区块链到底是啥,https://blog.51cto.com/xqtesting/1887902, 4240
2016-12-15,HR如何谈薪资,https://blog.51cto.com/xqtesting/1883102, 4910
2016-12-01,美丽的海滨城市我们来啦-小强测试品牌,https://blog.51cto.com/xqtesting/1878368, 3910
2016-10-18,Sysdig：Linux服务器监控和排障利器,https://blog.51cto.com/xqtesting/1862846, 4543
2016-10-17,闲聊几种学习方式，选择比努力更重要,https://blog.51cto.com/xqtesting/1862508, 6082
2016-10-08,开源mock server系统,https://blog.51cto.com/xqtesting/1859217, 4387
2016-09-23,LoadRunner解决“服务器正在运行中”方法,https://blog.51cto.com/xqtesting/1855700, 6288
2016-09-23,RPC框架性能基本比较测试,https://blog.51cto.com/xqtesting/1855689, 5284
2016-09-22,loadrunner中参数化各种组合的举例,https://blog.51cto.com/xqtesting/1855307, 4949
2016-09-21,使用loadrunner进行报表导出下载的性能测试,https://blog.51cto.com/xqtesting/1854783, 4131
2016-09-12,使用JavaMelody监控tomcat以及jvm,https://blog.51cto.com/xqtesting/1851820, 3724
2016-09-07,利用Twemperf测试Memcache的性能,https://blog.51cto.com/xqtesting/1847161, 4484
2016-09-02,使用Apache自带的ab命令测试网站性能（小强性能测试班学员作品）,https://blog.51cto.com/xqtesting/1845431, 3619
2016-08-30,Jmeter中使用循环如何保证数据不重复,https://blog.51cto.com/xqtesting/1844251, 4219
2016-08-29,25台服务器怎样支撑世界第54大网站,https://blog.51cto.com/xqtesting/1843667, 3328
2016-08-22,为何企业宁愿高薪招人 也不给老员工加薪？,https://blog.51cto.com/xqtesting/1840952, 4298
2016-08-18,都说程序员是吃青春饭？老程序员最后都去哪儿了！,https://blog.51cto.com/xqtesting/1839784, 4197
2016-08-10,LoadRunner如何和jenkins结合使用,https://blog.51cto.com/xqtesting/1836534, 5183
2016-07-27,宅米网性能优化实践（内附小强点评）,https://blog.51cto.com/xqtesting/1830520, 3493
2016-07-21,Cookie-free Domains(为什么将静态图片，js，css存放到单独的域名？),https://blog.51cto.com/xqtesting/1828499, 3703
2016-07-19,H5网页App和纯原生的App差距在哪？,https://blog.51cto.com/xqtesting/1827788, 4979
2016-07-11,那些做Android开发必须知道的ADB命令,https://blog.51cto.com/xqtesting/1825339, 4884
2016-07-08,Windouws7 下提示您使用非管理权限登录，无法创建和修改系统DSN的解决方法,https://blog.51cto.com/xqtesting/1812543, 6242
2016-07-06,Memcache需要注意的几点【小强测试班学员作品】,https://blog.51cto.com/xqtesting/1808218, 3350
2016-07-06,Memcache的监控方法【小强测试班学员作品】,https://blog.51cto.com/xqtesting/1808159, 3353
2016-07-06,Memcache的安装与启动【小强测试培训班学员作品】,https://blog.51cto.com/xqtesting/1808036, 3086
2016-07-01,最强悍LoadRunner和浏览器兼容完美攻略,https://blog.51cto.com/xqtesting/1794853, 10000+
2016-06-12,memcache的更新过程【小强性能培训班学员作品】,https://blog.51cto.com/xqtesting/1788212, 3186
2016-06-12,Memcached是什么？【小强性能培训学员作品】,https://blog.51cto.com/xqtesting/1788094, 2991
2016-06-06,职场潜规则：公司出现这三种信号，你必须果断辞职！,https://blog.51cto.com/xqtesting/1786490, 3418
2016-06-03,小强IT游记之新疆行,https://blog.51cto.com/xqtesting/1785775, 2982
2016-06-03,小强IT游记之大连行,https://blog.51cto.com/xqtesting/1785735, 2912
2016-06-01,【毕业寄语】人生处处都是毕业季,https://blog.51cto.com/xqtesting/1785234, 10000+
2016-05-23,闲聊自动化测试,https://blog.51cto.com/xqtesting/1782132, 3392
2016-05-17,在linux中执行sysctl -p时的一个报错,https://blog.51cto.com/xqtesting/1774337, 3275
2016-05-06,如何在Jmeter中使用Beanshell-小强性能测试培训班学生作品,https://blog.51cto.com/xqtesting/1770748, 3367
2016-04-21,关于jmeter里的自动重定向的使用-小强性能测试培训班学生作品,https://blog.51cto.com/xqtesting/1766130, 10000+
2016-04-20,MySQL 读写分离介绍及搭建,https://blog.51cto.com/xqtesting/1765766, 3166
2016-04-18,关于LoadRunner压测过程中出现的error26601的解释,https://blog.51cto.com/xqtesting/1765010, 3388
2016-04-09,LoadRunner使用odbc时报错can't get hostname for your address的解决方法,https://blog.51cto.com/xqtesting/1762144, 2992
2016-04-01,再谈手工测试是否会消失,https://blog.51cto.com/xqtesting/1759066, 3663
2016-03-26,理解RESTful架构,https://blog.51cto.com/xqtesting/1755513, 3292
2016-03-14,如何用Fiddler对Android应用进行抓包,https://blog.51cto.com/xqtesting/1750916, 4246
2016-03-10,Windows下搭建appium+python的测试开发环境,https://blog.51cto.com/xqtesting/1749529, 6069
2016-02-29,使用Jmeter创建ActiveMQ JMS POINT TO POINT请求,https://blog.51cto.com/xqtesting/1745899, 4086
2016-02-15,利用LoadRunner来进行文件下载的测试,https://blog.51cto.com/xqtesting/1742093, 6122
2016-01-29,客观的聊聊看视频学习的方式到底如何,https://blog.51cto.com/xqtesting/1739713, 3496
2016-01-29,恭喜小强系列高级测试课程获得国家版权认证保护,https://blog.51cto.com/xqtesting/1739712, 3430
2016-01-27,在jmeter测试mysql中如何一次运行多条sql语句,https://blog.51cto.com/xqtesting/1738837, 4975
2016-01-25,Chrome开发者工具插件,https://blog.51cto.com/xqtesting/1738129, 3346
2016-01-22,利用 Android Studio 和 Gradle 打包多版本APK,https://blog.51cto.com/xqtesting/1737795, 2679
2016-01-22,解决NGINX+PHP-FPM failed to ptrace(PEEKDATA) Input/output error出错问题,https://blog.51cto.com/xqtesting/1737581, 3586
2016-01-21,手机APP测试之ADB常见问题解决方法,https://blog.51cto.com/xqtesting/1737085, 2912
2016-01-07,【视频】Loadrunner和jmeter的视频教程,https://blog.51cto.com/xqtesting/1732400, 4896
2016-01-07,【视频】各类接口测试大合集,https://blog.51cto.com/xqtesting/1732385, 4568
2016-01-07,放出百度接口框架设计思路,https://blog.51cto.com/xqtesting/1732382, 2323
2016-01-07,利用jenkins实现自动化测试的分布式执行,https://blog.51cto.com/xqtesting/1732381, 2534
2016-01-07,【视频】安全测试各类视频,https://blog.51cto.com/xqtesting/1732375, 2192
2016-01-07,【视频】测试经理必修课,https://blog.51cto.com/xqtesting/1732343, 2150
2016-01-07,在jmeter测试mysql中如何一次运行多条sql语句,https://blog.51cto.com/xqtesting/1732317, 2156
2016-01-01,小强不一样的2015总结，不煽情不装逼，只是很直白而已,https://blog.51cto.com/xqtesting/1730711, 2879
2015-12-21,接口测试Fiddler实战,https://blog.51cto.com/xqtesting/1726817, 3935
2015-12-18,Python中的编码问题,https://blog.51cto.com/xqtesting/1725939, 2384
2015-12-11,什么叫目标，什么叫事业，写得让我失眠！也送给我自己,https://blog.51cto.com/xqtesting/1721881, 2044
2015-12-03,为什么很多招聘信息都要求三年以上的工作经验？,https://blog.51cto.com/xqtesting/1719184, 2195
2015-12-02,感恩大家让我获得最具人气讲师奖，这个奖不是我的，是我们一起的,https://blog.51cto.com/xqtesting/1718857, 1987
2015-11-17,那些年让你吐血的面试题,https://blog.51cto.com/xqtesting/1713355, 2389
2015-11-06,【案例】关于weblogic性能问题的分析和解决方法,https://blog.51cto.com/xqtesting/1710360, 2878
2015-10-29,【干货】iOS9的新特性UI Tests,https://blog.51cto.com/xqtesting/1707572, 2678
2015-10-26,【干货】移动APP安全测试要点解析,https://blog.51cto.com/xqtesting/1706184, 2826
2015-10-23,【干货】zookeeper 运营经验分享,https://blog.51cto.com/xqtesting/1705502, 3200
2015-10-22,【干货】前端工程与性能优化,https://blog.51cto.com/xqtesting/1705209, 2385
2015-10-13,【干货】JMeter BeanShell 应用,https://blog.51cto.com/xqtesting/1702447, 5798
2015-10-09,【干货】不同场景下 如何进行MySQL迁移,https://blog.51cto.com/xqtesting/1701158, 2572
2015-09-01,QTP自动化测试自学手册V2.0版本,https://blog.51cto.com/xqtesting/1690380, 3389
2015-08-28,高级软件测试自学手册V4.0版（基础、性能、手机APP、自动化）,https://blog.51cto.com/xqtesting/1689145, 10000+
2015-08-20,Mongodb 请求处理流程,https://blog.51cto.com/xqtesting/1686265, 2325
2015-08-19,有史以来最简单的MVC 例子--IT 攻城狮必看！,https://blog.51cto.com/xqtesting/1685768, 2214
2015-08-19,性能测试中如何确定并发用户数,https://blog.51cto.com/xqtesting/1685757, 3733
2015-08-18,JVM最多支持多少个线程？,https://blog.51cto.com/xqtesting/1685431, 2245
2015-08-18,【干货】避免Android中Context引起的内存泄露,https://blog.51cto.com/xqtesting/1685429, 1860
2015-08-17,【案例】小心，apc可能导致php-fpm罢工！,https://blog.51cto.com/xqtesting/1685267, 10000+
2015-08-17,利用 Android Studio 和 Gradle 打包多版本APK,https://blog.51cto.com/xqtesting/1685124, 2246
2015-08-14,Redis 的 5 个常见使用场景,https://blog.51cto.com/xqtesting/1684539, 2375
2015-08-14,亿级用户下的新浪微博平台架构,https://blog.51cto.com/xqtesting/1684527, 2221
2015-08-13,Android测试中被测应用挂了怎么办？,https://blog.51cto.com/xqtesting/1684209, 1888
2015-08-13,单表60亿记录等大数据场景的MySQL优化和运维之道,https://blog.51cto.com/xqtesting/1684206, 2818
2015-08-12,NGINX+PHP-FPM failed to ptrace Input/output error,https://blog.51cto.com/xqtesting/1684011, 4964
2015-08-06,经验分享：如何构建亿级前端读服务,https://blog.51cto.com/xqtesting/1682117, 2262
2015-08-06,分布式消息系统：Kafka,https://blog.51cto.com/xqtesting/1682105, 2376
2015-08-05,【我的技术我做主】致那些奋斗在测试界挨踢人们--聊聊技术、发展,https://blog.51cto.com/xqtesting/1681786, 10000+
2015-07-28,VisualSvn Server介绍,https://blog.51cto.com/xqtesting/1679067, 1911
2015-07-17,挨踢（IT）脱口秀--全角度精彩电视剧大搜罗,https://blog.51cto.com/xqtesting/1675622, 1958
2015-07-17,挨踢（IT）脱口秀--2014年&2015上半年特别“任性”的网络流行语大盘点,https://blog.51cto.com/xqtesting/1675620, 1881
2015-07-17,12个Linux进程管理命令介绍,https://blog.51cto.com/xqtesting/1675516, 3054
2015-07-10,成人网站有多大？,https://blog.51cto.com/xqtesting/1672744, 2212
2015-07-08,奔跑中的2015——有时候我们需要慢下来,https://blog.51cto.com/xqtesting/1671972, 10000+
2015-07-07,挨踢（IT）脱口秀介绍--给你的生活加点料,https://blog.51cto.com/xqtesting/1671833, 10000+
2015-06-26,Shell 脚本面试问题大全,https://blog.51cto.com/xqtesting/1665885, 2437
2015-06-26,一个Linux中用于监控的简易shell脚本,https://blog.51cto.com/xqtesting/1665876, 2484
2015-06-25,IT圈的那些“蔡康永”们,https://blog.51cto.com/xqtesting/1665542, 2140
2015-06-23,然而大部分期权并没有什么用,https://blog.51cto.com/xqtesting/1664275, 2188
2015-06-11,寒门再难出贵子，决定你的也许是性格+环境,https://blog.51cto.com/xqtesting/1660775, 2200
2015-06-09,我与学院的点点滴滴,https://blog.51cto.com/xqtesting/1660113, 2234
2015-06-05,利用Hudson实现自动化测试的分布式执行,https://blog.51cto.com/xqtesting/1658859, 2201
2015-06-05,开源mock server系统——moco简单好用,https://blog.51cto.com/xqtesting/1658856, 9224
2015-06-05,为什么支付宝挂了那么久？支付宝技术真的无敌吗？,https://blog.51cto.com/xqtesting/1658787, 2422
2015-06-05,mysql主从复制讲解,https://blog.51cto.com/xqtesting/1658780, 2019
2015-06-05,关于工资的三个秘密,https://blog.51cto.com/xqtesting/1658736, 3756
2015-05-27,Android NDK开发Crash错误定位,https://blog.51cto.com/xqtesting/1655707, 2224
2015-05-27,Keepalived原理与实战精讲,https://blog.51cto.com/xqtesting/1655613, 2026
2015-05-27,测试主管接手新团队的几件事,https://blog.51cto.com/xqtesting/1655569, 2547
2015-05-27,MySQL 高可用浅析,https://blog.51cto.com/xqtesting/1655567, 1908
2015-05-27,大话“自动化测试框架思想与构建”,https://blog.51cto.com/xqtesting/1655555, 2230
2015-05-27,5步避免Java堆空间错误,https://blog.51cto.com/xqtesting/1655498, 1889
2015-05-21,《引爆社群》读书笔记,https://blog.51cto.com/xqtesting/1653390, 2163
2015-05-20,知乎大牛告诉你用户体验是啥？,https://blog.51cto.com/xqtesting/1653011, 2351
2015-05-20,JVM内存死锁问题分析,https://blog.51cto.com/xqtesting/1653006, 7927
2015-05-19,MySQL数据库常见的误解，居然连大牛都犯错误,https://blog.51cto.com/xqtesting/1652641, 2765
2015-05-18,深挖BAT内部级别和薪资待遇,https://blog.51cto.com/xqtesting/1652182, 2597
2015-05-14,andriod文件目录简述,https://blog.51cto.com/xqtesting/1651301, 1790
2015-05-13,携程&去哪儿移动端产品分析报告,https://blog.51cto.com/xqtesting/1650937, 1913
2015-05-13,80后生存状态揭露：月薪未过万了吗？,https://blog.51cto.com/xqtesting/1650861, 2098
2015-05-13,Nginx中502和504错误详解,https://blog.51cto.com/xqtesting/1650832, 9324
2015-05-12,利用LoadRunner实现加密测试，哇咔咔,https://blog.51cto.com/xqtesting/1650498, 2659
2015-05-12,耗时一个月，我为拉勾设计的移动端,https://blog.51cto.com/xqtesting/1650484, 2874
2015-05-11,减少GC开销的技巧,https://blog.51cto.com/xqtesting/1650149, 2199
2015-05-07,如何写软件测试工程师求职简历？,https://blog.51cto.com/xqtesting/1643687, 3725
2015-05-06,《人人都能看懂经济学》读书笔记,https://blog.51cto.com/xqtesting/1642604, 10000+
2015-05-05,程序员必须知道的10大基础实用算法及其讲解,https://blog.51cto.com/xqtesting/1642093, 2281
2015-05-05,80后的互联网北漂：你的未来在哪？,https://blog.51cto.com/xqtesting/1641937, 4837
2015-05-04,java jvm 不同的垃圾回收器的比较,https://blog.51cto.com/xqtesting/1641874, 2211
2015-05-04,Python基础技术问题总结,https://blog.51cto.com/xqtesting/1641727, 1966
2015-05-04,产品经理在没有人带的情况下如何自我学习？,https://blog.51cto.com/xqtesting/1641711, 2632
2015-05-04,新闻型产品列表设计分析,https://blog.51cto.com/xqtesting/1641707, 1920
2015-05-04,mysql中的数据导入与导出                            荐,https://blog.51cto.com/xqtesting/1641688, 3607
2015-05-03,loadrunner自学以及问题解答2,https://blog.51cto.com/xqtesting/1641456, 10000+
2015-05-03,loadrunner自学以及问题解答1,https://blog.51cto.com/xqtesting/1641455, 2438
2015-04-16,使用 chrome mobile emulation 来辅助 device 测试,https://blog.51cto.com/xqtesting/1633384, 2078
2015-04-10,产品经理的麻烦地图,https://blog.51cto.com/xqtesting/1630898, 2014
2015-04-07,APP发布测试流程,https://blog.51cto.com/xqtesting/1629605, 2555
2015-04-07,如何建立高效的测试团队,https://blog.51cto.com/xqtesting/1629529, 2526
2015-04-07,LoadRunner的Socket脚本关联小技巧,https://blog.51cto.com/xqtesting/1629412, 2529
2015-04-07,Android APP性能优化技巧,https://blog.51cto.com/xqtesting/1629410, 2161
2015-04-03,《丰田模式》读书笔记,https://blog.51cto.com/xqtesting/1628022, 2182
2015-04-03,MySQL数据库集群进行正确配置步骤,https://blog.51cto.com/xqtesting/1627883, 1835
2015-03-27,马化腾亲身分享：腾讯兵法教你做一款高口碑的产品,https://blog.51cto.com/xqtesting/1625260, 1823
2015-03-25,国内互联网科技公司薪酬哪家强?,https://blog.51cto.com/xqtesting/1624197, 1929
2015-03-24,用痛点切入，用痒点黏住,https://blog.51cto.com/xqtesting/1623815, 2056
2015-03-24,Found 2 versions of android-support-v4.jar in the dependency list,https://blog.51cto.com/xqtesting/1623664, 1942
2015-03-20,手机抓包方法,https://blog.51cto.com/xqtesting/1622548, 2489
2015-03-19,团队正能量读书笔记,https://blog.51cto.com/xqtesting/1622065, 2103
2015-03-18,产品体验报告-美团APP,https://blog.51cto.com/xqtesting/1621802, 2433
2015-03-17,瞬间读懂什么是互联网思维、大数据、O2O、众筹、红海,https://blog.51cto.com/xqtesting/1621314, 2175
2015-03-04,沈南鹏：从五大物理定律看新商业法则,https://blog.51cto.com/xqtesting/1617298, 1829
2015-02-24,《气场》读书笔记,https://blog.51cto.com/xqtesting/1615118, 2034
2015-02-11,拿到期权，就能一飞冲天？,https://blog.51cto.com/xqtesting/1613565, 2160
2015-01-19,性能测试小案例分析,https://blog.51cto.com/xqtesting/1605519, 3018
2015-01-17,番茄时间管理法——学会专注,https://blog.51cto.com/xqtesting/1605042, 2060
2015-01-16,交易流程容灾及测试策略,https://blog.51cto.com/xqtesting/1604855, 1881
2015-01-16,使用jmeter来造数据,https://blog.51cto.com/xqtesting/1604820, 3170
2015-01-15,腾讯大规模Hadoop集群实践,https://blog.51cto.com/xqtesting/1604284, 1832
2015-01-13,低成本和高性能的MySQL云数据库的实现,https://blog.51cto.com/xqtesting/1603109, 1880
2015-01-11,《互联网思维》读后感与笔记,https://blog.51cto.com/xqtesting/1601823, 2211
2015-01-08,别因为要学的太多反而压垮自己,https://blog.51cto.com/xqtesting/1600605, 2026
2015-01-08,如何“治疗”问题员工？,https://blog.51cto.com/xqtesting/1600552, 1876
2014-12-12,“互联网思维”这个词，就跟“小姐”一样，被大家用烂了。,https://blog.51cto.com/xqtesting/1589476, 1772
2014-12-04,前淘宝工程师谈12306：做它比做淘宝难,https://blog.51cto.com/xqtesting/1586167, 2749
2014-11-26,《谈判》读后感与笔记,https://blog.51cto.com/xqtesting/1582620, 2312
2014-11-25,APP已死，服务永生,https://blog.51cto.com/xqtesting/1582355, 1703
2014-11-24,让学习体系化，造福一大波上进青年,https://blog.51cto.com/xqtesting/1581769, 5231
2014-11-18,小议性能测试中的曲线图,https://blog.51cto.com/xqtesting/1579038, 6258
2014-11-14,向三星学如何开会,https://blog.51cto.com/xqtesting/1576550, 2008
2014-11-10,如何学会独立思考？,https://blog.51cto.com/xqtesting/1574885, 10000+
2014-11-03,如何解决WEB性能测试中的验证码问题,https://blog.51cto.com/xqtesting/1571209, 4449
2014-10-03,安装loadrunner时出现”命令行选项语法错误键入命令 \?获得帮助“的解决方法,https://blog.51cto.com/xqtesting/1560530, 6833
2014-09-10,ADB server didn't ACK,https://blog.51cto.com/xqtesting/1550478, 1475
2014-08-29,linux 远程gui管理 webmin,https://blog.51cto.com/xqtesting/1546360, 1596
2014-08-28,LoadRunner中90%响应时间的理解,https://blog.51cto.com/xqtesting/1546239, 3942
2014-08-10,利用Loadrunner来监控Linux服务器,https://blog.51cto.com/xqtesting/1538123, 1832
2014-08-10,LoadRunner同一个脚本运行两次结果相差很大的原因,https://blog.51cto.com/xqtesting/1538109, 1911
2014-08-10,性能测试学习笔记-如何管理loadrunner的临时文件,https://blog.51cto.com/xqtesting/1538103, 1637
2014-07-15,Android开发中ANR问题出现及解决,https://blog.51cto.com/xqtesting/1438553, 1766
2014-07-13,linux下安装redmine2.5.1详细步骤,https://blog.51cto.com/xqtesting/1437534, 1910
2014-06-25,Monkey基本用法与常用参数                            荐,https://blog.51cto.com/xqtesting/1430654, 8294
2014-06-11,李嘉诚无锡演讲：骂到你成功,https://blog.51cto.com/xqtesting/1424880, 3902
2014-05-27,关于线上与线下性能测试结果的差异,https://blog.51cto.com/xqtesting/1417488, 4471
2014-05-23,致血气方刚的产品经理：如何不被程序员嫌弃,https://blog.51cto.com/xqtesting/1416132, 1730
2014-05-21,LoadRunner启动自带例子Web Tours报错,https://blog.51cto.com/xqtesting/1414545, 2979
2014-05-20,"别做操之过急的”无效将军”,做实实在在的”日拱一卒”",https://blog.51cto.com/xqtesting/1414052, 1497
2014-05-20,给为工作而焦急迷茫的你,https://blog.51cto.com/xqtesting/1413958, 2203
2014-05-19,Linux 实时流量监测(iptraf中文图解),https://blog.51cto.com/xqtesting/1413517, 1565
2014-05-08,移动应用性能测试白皮书,https://blog.51cto.com/xqtesting/1408475, 1764
2014-05-08,测试人员，你的价值不是你的工资,https://blog.51cto.com/xqtesting/1408288, 1848
2014-04-20,2013手机App发展趋势预测：遇冷和洗牌,https://blog.51cto.com/xqtesting/1399155, 1799
2014-04-03,关于测试团队的组织,https://blog.51cto.com/xqtesting/1389434, 1726
2014-03-25,如何用敏捷方式来做事,https://blog.51cto.com/xqtesting/1383596, 1462
2014-03-13,mysql query cache,https://blog.51cto.com/xqtesting/1376090, 1428
2014-02-27,TCP长连接与短连接的区别,https://blog.51cto.com/xqtesting/1364128, 1916
2014-02-19,80后注定是被牺牲的一代,https://blog.51cto.com/xqtesting/1360339, 1414
2014-02-18,loadrunner如何监控linux与windows，以及重点指标分析,https://blog.51cto.com/xqtesting/1359977, 2571
2014-01-22,小强系列之大话移动测试,https://blog.51cto.com/xqtesting/1353841, 2295
2014-01-14,loadrunner 添加压力机,https://blog.51cto.com/xqtesting/1351431, 2578
2014-01-06,Hadoop测试常见问题和测试方法,https://blog.51cto.com/xqtesting/1349097, 6501
2014-01-05,一致性Hash与负载均衡,https://blog.51cto.com/xqtesting/1348769, 3046
2013-12-16,记一次磁盘性能测试,https://blog.51cto.com/xqtesting/1341134, 1787
2013-11-03,SVN的trunk branch tag,https://blog.51cto.com/xqtesting/1319698, 1456
2013-10-29,Can't open the mysql.plugin table. Please run mysql,https://blog.51cto.com/xqtesting/1316525, 6186
2013-10-28,Web安全测试FAQ,https://blog.51cto.com/xqtesting/1316091, 1915
2013-10-19,常用安全测试用例,https://blog.51cto.com/xqtesting/1311169, 3821
2013-10-14,与大师Jack Jarkv的交流分享后的思考,https://blog.51cto.com/xqtesting/1308559, 1962
2013-10-03,大神，快来救救我，我搞不定啊,https://blog.51cto.com/xqtesting/1304285, 2088
2013-09-19,TCP、UDP,https://blog.51cto.com/xqtesting/1299058, 1653
2013-09-12,Linux下压力测试工具Webbench介绍,https://blog.51cto.com/xqtesting/1295110, 1422
2013-09-12,性能测试之“Windows性能监视器”,https://blog.51cto.com/xqtesting/1295090, 1708
2013-09-03,致那些徘徊在测试界的屌丝——也致给我自己这个苦逼屌丝                            荐,https://blog.51cto.com/xqtesting/1288045, 6179
2013-08-28,mysql数据备份与还原命令,https://blog.51cto.com/xqtesting/1284298, 1323
2013-08-28,在Centos中yum安装和卸载软件的使用方法,https://blog.51cto.com/xqtesting/1284296, 1353
2013-08-28,SecureCRT上传bash: rz: command not found,https://blog.51cto.com/xqtesting/1284277, 1490
2013-08-25,国内各大互联网公司相关技术站点2.0版,https://blog.51cto.com/xqtesting/1282445, 1418
2013-08-23,Monkey的常见问题和解决办法,https://blog.51cto.com/xqtesting/1281212, 2914
2013-08-21,linux下定时执行任务方法,https://blog.51cto.com/xqtesting/1279327, 1456
2013-08-12,如何测试WEB应用程序防止SQL注入***,https://blog.51cto.com/xqtesting/1270637, 1992
2013-08-08,jira4.4.5下载与汉化,https://blog.51cto.com/xqtesting/1266483, 1722
2013-08-06,系统性能调优,https://blog.51cto.com/xqtesting/1264919, 1722
2013-07-17,解决SecureCRT中文显示乱码,https://blog.51cto.com/xqtesting/1251140, 1310
2013-07-03,软件测试员—-你的路在哪里--2,https://blog.51cto.com/xqtesting/1240688, 1969
2013-07-03,软件测试员–你的路在哪里--1,https://blog.51cto.com/xqtesting/1240684, 1881
2013-05-24,博弈论之大话测试行业现状,https://blog.51cto.com/xqtesting/1209289, 1746
2013-05-24,selenium webdriver之eclipse java开发环境搭建,https://blog.51cto.com/xqtesting/1208964, 4337
2013-05-24,【和小强学移动app测试5】Android虚拟机无法正常工作几例及解决办法,https://blog.51cto.com/xqtesting/1208593, 2137
2013-05-21,性能测试培训总结-从远程机器打开TXT文件,https://blog.51cto.com/xqtesting/1205615, 1436
2013-05-03,meta标签的另一个用法,https://blog.51cto.com/xqtesting/1192158, 1458
2013-05-02,180多个web和desktop测试用例清单,https://blog.51cto.com/xqtesting/1191011, 2330
2013-04-29,性能测试培训总结-IP欺骗,https://blog.51cto.com/xqtesting/1190075, 1783
2013-04-23,你了解QA工作吗----解雇之前的五分钟,https://blog.51cto.com/xqtesting/1184403, 2046
2013-04-19,点和圈的理论在软件测试中的思考,https://blog.51cto.com/xqtesting/1181287, 1386
2013-04-10,追本溯源：勿忘质量之本,https://blog.51cto.com/xqtesting/1175713, 1299
